original_index,text_column,text,negative,neutral,positive,sentiment,date,year,month
405,Title,china offers to fund colombia projects if the us blocks loans,0.20841729640960693,0.0186166949570179,0.7729659676551819,positive,2025-05-27,2025,5
406,Title,china s industrial profit growth picks up in sign of resilience,0.9476551413536072,0.025793403387069702,0.02655155025422573,negative,2025-05-27,2025,5
407,Title,china s premier courts asean gulf states as trump tariffs bite,0.1576615571975708,0.16521619260311127,0.6771222949028015,positive,2025-05-27,2025,5
408,Title,chinese plastics buyers are resisting switch back to us propane,0.0630304142832756,0.08734545856714249,0.8496241569519043,positive,2025-05-27,2025,5
409,Title,crypto exchange blockchain com seeks to expand in nigeria ghana,0.769728422164917,0.007216805592179298,0.22305481135845184,negative,2025-05-27,2025,5
410,Title,ecb is close to reaching its inflation target nagel says,0.5456246733665466,0.04503896087408066,0.4093363881111145,negative,2025-05-27,2025,5
411,Title,ecb s patsalides sees bigger cut unwarranted now econostream,0.25542956590652466,0.677609920501709,0.06696053594350815,neutral,2025-05-27,2025,5
412,Title,emerging market etfs end winning streak fall 22 5 mln,0.02846003696322441,0.948841392993927,0.022698555141687393,neutral,2025-05-27,2025,5
413,Title,eu to focus on critical sectors in bid to avoid trump s tariffs,0.23874926567077637,0.09717640280723572,0.6640743017196655,positive,2025-05-27,2025,5
414,Title,europe car sales slip as economic woes hold back consumers,0.009621678851544857,0.9655579328536987,0.024820320308208466,neutral,2025-05-27,2025,5
415,Title,farmer defaults force reckoning at brazil behemoth state bank,0.06672076135873795,0.7406778931617737,0.19260141253471375,neutral,2025-05-27,2025,5
416,Title,fed s barkin says businesses on hold amid elevated uncertainty,0.025441179051995277,0.894890546798706,0.0796683132648468,neutral,2025-05-27,2025,5
417,Title,french inflation eases to lowest rate since 2020 on energy,0.023726224899291992,0.9217759370803833,0.05449783429503441,neutral,2025-05-27,2025,5
418,Title,germany weighs curbs on israel weapons exports on gaza concerns,0.06234912574291229,0.7084614634513855,0.22918939590454102,neutral,2025-05-27,2025,5
419,Title,hedge funds bet on korean won to mirror taiwan dollar s surge,0.7992402911186218,0.04426923021674156,0.1564904749393463,negative,2025-05-27,2025,5
420,Title,hungary holds key rate steady with focus on anchoring inflation,0.6493326425552368,0.052005719393491745,0.2986617088317871,negative,2025-05-27,2025,5
421,Title,hungary to hold rates with price risks in focus decision guide,0.106734499335289,0.05034133791923523,0.842924177646637,positive,2025-05-27,2025,5
422,Title,imf warns uk to keep budget in check or risk market revolt,0.0675986111164093,0.7798461318016052,0.15255534648895264,neutral,2025-05-27,2025,5
423,Title,india reiterates ample monsoon rain forecast after early onset,0.14995022118091583,0.02574957348406315,0.8243001699447632,positive,2025-05-27,2025,5
424,Title,india sees us trade deal as key to lowering external risks,0.9169089198112488,0.012816214002668858,0.07027482986450195,negative,2025-05-27,2025,5
425,Title,japan allots 388 billion from reserves to ease us tariff hit,0.7525147199630737,0.10732318460941315,0.1401621252298355,negative,2025-05-27,2025,5
426,Title,japan finance ministry is said to sound out market on bond sales,0.2025466114282608,0.1003795713186264,0.697073757648468,positive,2025-05-27,2025,5
427,Title,japan government panel warns on rising yields hit on finances,0.047900035977363586,0.9257462620735168,0.026353739202022552,neutral,2025-05-27,2025,5
428,Title,japan loses top creditor status for first time in 34 years,0.02582051232457161,0.9057722091674805,0.06840728968381882,neutral,2025-05-27,2025,5
429,Title,kashkari favors maintaining fed rates until more tariff clarity,0.14547820389270782,0.07133577018976212,0.7831860780715942,positive,2025-05-27,2025,5
430,Title,kenyan growth to slow on debt fiscal pressures world bank says,0.011393767781555653,0.9385098218917847,0.05009646341204643,neutral,2025-05-27,2025,5
431,Title,macron courts southeast asia nations trapped by us china dispute,0.04437306895852089,0.5990688800811768,0.35655808448791504,neutral,2025-05-27,2025,5
432,Title,malaysia sees reducing the us s proposed tariff to 10 as a good outcome,0.9008105993270874,0.01839129813015461,0.08079803735017776,negative,2025-05-27,2025,5
433,Title,malaysia stirs hotpot diplomacy with palm based fat for china,0.3858279287815094,0.024059196934103966,0.5901128649711609,positive,2025-05-27,2025,5
434,Title,malaysian assets to gain as funds slash us exposure cimb says,0.9136343598365784,0.0330565944314003,0.053308986127376556,negative,2025-05-27,2025,5
435,Title,milei burnishes his trump ties by hosting health chief rfk jr,0.14170889556407928,0.05426019802689552,0.8040308952331543,positive,2025-05-27,2025,5
436,Title,nagel says frontloading helped boost germany at start of year,0.9480003714561462,0.016142090782523155,0.03585757315158844,negative,2025-05-27,2025,5
437,Title,neinor is said to show interest in rival spanish developer aedas,0.17214861512184143,0.007658596150577068,0.820192813873291,positive,2025-05-27,2025,5
438,Title,nigeria s tinubu seeks nod for 24 billion external loan plan,0.8592810034751892,0.011648955754935741,0.12907004356384277,negative,2025-05-27,2025,5
439,Title,novo s sales woes herald danish export slowdown watchdog says,0.02435154840350151,0.9580670595169067,0.017581459134817123,neutral,2025-05-27,2025,5
440,Title,ny wins bid to stop us from withholding funds over congestion,0.2122349739074707,0.26268330216407776,0.5250816345214844,positive,2025-05-27,2025,5
441,Title,peter thiel fund puts 49 million in bulgarian satellite startup endurosat,0.1330501139163971,0.010674390941858292,0.8562754988670349,positive,2025-05-27,2025,5
442,Title,podcast should commodities still have a place in your portfolio,0.1434166580438614,0.014174474403262138,0.8424088358879089,positive,2025-05-27,2025,5
443,Title,polish presidential contender brushes off reports about checkered past,0.04395656660199165,0.8345504999160767,0.12149295955896378,neutral,2025-05-27,2025,5
444,Title,portugal says carrier tap is strategic as it plans privatization,0.26701441407203674,0.008635446429252625,0.724350094795227,positive,2025-05-27,2025,5
445,Title,ramaphosa dismisses criticism of south africa s empowerment laws,0.1330309957265854,0.3493671417236328,0.5176019072532654,positive,2025-05-27,2025,5
446,Title,ramaphosa recalls his bemusement at trump oval office encounter,0.07632467150688171,0.5377022624015808,0.3859730660915375,neutral,2025-05-27,2025,5
447,Title,ramaphosa s building spree for south africa draws 13 billion,0.08125144243240356,0.027850273996591568,0.8908982276916504,positive,2025-05-27,2025,5
448,Title,saudi aramco kicks off its first dollar bond sale this year,0.12931056320667267,0.03088771365582943,0.8398017287254333,positive,2025-05-27,2025,5
449,Title,saudi sports fund surj backs pique s seven a side kings league,0.3655795454978943,0.04370158910751343,0.5907188653945923,positive,2025-05-27,2025,5
450,Title,slovak premier rejects germany s warning on cutting eu funding,0.0505647212266922,0.8644365668296814,0.0849987119436264,neutral,2025-05-27,2025,5
451,Title,snb removed chevron from us portfolio on environmental concerns,0.01720328815281391,0.7862277030944824,0.1965690404176712,neutral,2025-05-27,2025,5
452,Title,snb s schlegel warns against kneejerk rate moves on negative price data,0.07506837695837021,0.8613301515579224,0.06360147893428802,neutral,2025-05-27,2025,5
453,Title,south africa lawmakers slam starlink plan over back door entry,0.016238603740930557,0.8831397294998169,0.10062167048454285,neutral,2025-05-27,2025,5
454,Title,southeast asia leaders make a veiled jab at us tariff actions,0.03647661954164505,0.7934772372245789,0.1700461506843567,neutral,2025-05-27,2025,5
455,Title,southern china braces for heavy rain as wheat belt drought eases,0.6112639904022217,0.26032543182373047,0.12841056287288666,negative,2025-05-27,2025,5
456,Title,stock market today dow s p live updates,0.03214000537991524,0.03012198396027088,0.9377379417419434,positive,2025-05-27,2025,5
457,Title,stronger growth seen for africa as it weathers tariff shock,0.9499484300613403,0.018003126606345177,0.03204846382141113,negative,2025-05-27,2025,5
458,Title,swiss exports to us plummet in first month of trump tariffs,0.01072898879647255,0.9696273803710938,0.019643668085336685,neutral,2025-05-27,2025,5
459,Title,swiss watch exports jump in april ahead of threatened us tariffs,0.6064779758453369,0.3479824364185333,0.04553961381316185,negative,2025-05-27,2025,5
460,Title,thailand clears plan to exit us intellectual property watchlist,0.027473950758576393,0.2604835331439972,0.7120424509048462,positive,2025-05-27,2025,5
461,Title,thailand faces fresh risk of instability as coalition challenged by budget vote,0.015968410298228264,0.9531155228614807,0.030916038900613785,neutral,2025-05-27,2025,5
462,Title,traders brace for japan s 40 year bond sale after yields swoon,0.10436613112688065,0.5526514053344727,0.3429824411869049,neutral,2025-05-27,2025,5
463,Title,treasuries rally with japan bonds as mof news boosts sentiment,0.6162469983100891,0.2179907262325287,0.16576224565505981,negative,2025-05-27,2025,5
464,Title,trump praises eu for speeding tariff negotiations after threat,0.2824912965297699,0.5548063516616821,0.16270236670970917,neutral,2025-05-27,2025,5
465,Title,turkish fintech firm papara seized in illegal gambling probe,0.016546769067645073,0.8895435333251953,0.09390971064567566,neutral,2025-05-27,2025,5
466,Title,ueda indicates boj is still eyeing more rate hikes boosting yen,0.9098038673400879,0.03777952492237091,0.052416618913412094,negative,2025-05-27,2025,5
467,Title,uk envoy urges trans atlantic tech alliance cites china threat,0.1981421858072281,0.06890802830457687,0.7329498529434204,positive,2025-05-27,2025,5
468,Title,uk to cut planning hurdles for small builders in housing push,0.5541273355484009,0.06602710485458374,0.3798455595970154,negative,2025-05-27,2025,5
469,Title,uruguay holds key rate at 9 25 reinforces tight policy stance,0.23886877298355103,0.5340340733528137,0.22709716856479645,neutral,2025-05-27,2025,5
470,Title,us consumer confidence jumps most in four years on trade truce,0.7943216562271118,0.16543520987033844,0.04024305194616318,negative,2025-05-27,2025,5
471,Title,us core capital goods orders decrease by most since october,0.008099180646240711,0.9742686748504639,0.017632197588682175,neutral,2025-05-27,2025,5
472,Title,us home price increases slowed in march as buyers pulled back,0.13278691470623016,0.8402770161628723,0.02693604864180088,neutral,2025-05-27,2025,5
473,Title,us orders pause in student visa interviews ahead of new vetting,0.0314183309674263,0.14282344281673431,0.825758159160614,positive,2025-05-27,2025,5
474,Title,us s cerberus eyes offer for port of darwin the australian says,0.2634415626525879,0.015601716935634613,0.7209566831588745,positive,2025-05-27,2025,5
475,Title,us solar makers see tariff loophole for asian competitors,0.10993760079145432,0.6535611152648926,0.2365013062953949,neutral,2025-05-27,2025,5
476,Title,why uk inflation is so high and tough to bring down,0.045903488993644714,0.3795362114906311,0.574560284614563,positive,2025-05-27,2025,5
477,Title,why us dollar is facing a confidence crisis in asia podcast,0.04186279699206352,0.72986900806427,0.22826819121837616,neutral,2025-05-27,2025,5
478,Title,abercrombie surges on raised outlook after tallying tariff cost,0.8878787159919739,0.07255277782678604,0.039568446576595306,negative,2025-05-28,2025,5
479,Title,about 73 of americans do at least ok financially in fed survey,0.10430878400802612,0.01700054295361042,0.8786906003952026,positive,2025-05-28,2025,5
480,Title,adani ports plans record 50 billion rupee bond sale for capex,0.4918580949306488,0.011103945784270763,0.49703794717788696,neutral,2025-05-28,2025,5
481,Title,afdb sees cedi naria among african currencies slipping in 2025,0.010856032371520996,0.9721081256866455,0.01703578606247902,neutral,2025-05-28,2025,5
482,Title,argentina sells peso bonds abroad for first time since macri era,0.4987836480140686,0.01247773040086031,0.48873862624168396,neutral,2025-05-28,2025,5
483,Title,australia looks to avoid a panama repeat in china port showdown,0.18095000088214874,0.6209584474563599,0.19809162616729736,neutral,2025-05-28,2025,5
484,Title,australia s center right opposition regroups about one week after split,0.03899824619293213,0.65919029712677,0.3018113970756531,neutral,2025-05-28,2025,5
485,Title,australia s monthly cpi higher than estimates aussie edges up,0.9173338413238525,0.05902225151658058,0.023643946275115013,negative,2025-05-28,2025,5
486,Title,banxico cuts 2025 growth forecast to 0 1 and to 0 9 for 2026,0.1553765833377838,0.6859054565429688,0.15871794521808624,neutral,2025-05-28,2025,5
487,Title,boj s bond holding paper losses hit record after rate hikes,0.4425905644893646,0.5258970856666565,0.03151227906346321,neutral,2025-05-28,2025,5
488,Title,bond traders see treasuries selloff going even further,0.3362758457660675,0.5596853494644165,0.10403883457183838,neutral,2025-05-28,2025,5
489,Title,brazil s azul files for chapter 11 bankruptcy protection in us,0.01451595313847065,0.7951363921165466,0.19034762680530548,neutral,2025-05-28,2025,5
490,Title,brazil sues ev giant byd over slavery conditions at plant,0.013528712093830109,0.9310322403907776,0.055439066141843796,neutral,2025-05-28,2025,5
491,Title,carney s defense spending will add up to 46 billion to economy cibc says,0.8553082942962646,0.009664683602750301,0.13502705097198486,negative,2025-05-28,2025,5
492,Title,central bankers bow to political winds when it comes to climate study shows,0.028099074959754944,0.0998019278049469,0.8720990419387817,positive,2025-05-28,2025,5
493,Title,chile lifts copper call as supply disappoints trade fears ease,0.35723060369491577,0.5865700244903564,0.05619927495718002,neutral,2025-05-28,2025,5
494,Title,china deflation worry deepens among economists after trade truce,0.0848851129412651,0.7895286083221436,0.12558631598949432,neutral,2025-05-28,2025,5
495,Title,china s answer to world bank plans to open singapore hk offices,0.08195000141859055,0.01133494358509779,0.9067150950431824,positive,2025-05-28,2025,5
496,Title,china s citic mag group to work on 6 billion project in dubai,0.15179947018623352,0.008397516794502735,0.8398030400276184,positive,2025-05-28,2025,5
497,Title,china s top commodities bourse plans full access for foreigners,0.5361359119415283,0.007999597117304802,0.45586448907852173,negative,2025-05-28,2025,5
498,Title,china seeks to slow yuan s gains after months of propping it up,0.05819079652428627,0.8808347582817078,0.0609743595123291,neutral,2025-05-28,2025,5
499,Title,china tech ambitions won t hurt consumption pivot keyu jin says,0.13659992814064026,0.028615208342671394,0.8347848653793335,positive,2025-05-28,2025,5
500,Title,chinese stock market in limbo as investors lack conviction,0.018592271953821182,0.8881716728210449,0.09323610365390778,neutral,2025-05-28,2025,5
501,Title,crypto gets candidate backing in tight polish presidential race,0.7139443755149841,0.031720224767923355,0.2543354332447052,negative,2025-05-28,2025,5
502,Title,dalio won t join indonesia fund as adviser in blow to prabowo,0.02527773007750511,0.04300954192876816,0.9317126870155334,positive,2025-05-28,2025,5
503,Title,ecb s knot says inflation may cause considerable challenges,0.020032677799463272,0.944996178150177,0.03497126325964928,neutral,2025-05-28,2025,5
504,Title,ecb says consumers inflation expectations rise for second month,0.8081889748573303,0.09672999382019043,0.09508101642131805,negative,2025-05-28,2025,5
505,Title,eu cautions spain against hindering bbva s bid for sabadell,0.03602610155940056,0.7796264290809631,0.18434743583202362,neutral,2025-05-28,2025,5
506,Title,eu trade chief to speak to us s lutnick greer on thursday,0.047236766666173935,0.026277966797351837,0.9264853000640869,positive,2025-05-28,2025,5
507,Title,european stocks steady as investors focus on us fiscal deficit,0.29255491495132446,0.6280322670936584,0.07941282540559769,neutral,2025-05-28,2025,5
508,Title,farage keeps finances vague in uk welfare plan targeting labour,0.05602651834487915,0.0811426118016243,0.8628308176994324,positive,2025-05-28,2025,5
509,Title,fed disbands climate groups studying financial stability risks,0.02574440836906433,0.5091969966888428,0.4650586247444153,neutral,2025-05-28,2025,5
510,Title,fed s williams says pandemic changed inflation perceptions,0.22784177958965302,0.5481582283973694,0.22399994730949402,neutral,2025-05-28,2025,5
511,Title,fed well positioned to wait for clarity on outlook minutes say,0.12076130509376526,0.015984421595931053,0.8632543087005615,positive,2025-05-28,2025,5
512,Title,fintech mercado pago will apply for argentina banking license,0.07555339485406876,0.008456640876829624,0.9159899950027466,positive,2025-05-28,2025,5
513,Title,french consumer spending rises less than expected in april,0.0686560794711113,0.9176865816116333,0.013657264411449432,neutral,2025-05-28,2025,5
514,Title,germany prepares to abolish its fast track path to citizenship,0.5431508421897888,0.014867323450744152,0.44198185205459595,negative,2025-05-28,2025,5
515,Title,gold edges higher after loss with us data trade talks in focus,0.8448089957237244,0.09667123109102249,0.058519769459962845,negative,2025-05-28,2025,5
516,Title,hong kong saudi bourses seek deeper ties to spur trading volume,0.9160780310630798,0.01251794584095478,0.07140400260686874,negative,2025-05-28,2025,5
517,Title,how harvard is getting rocked by trump s america first fight,0.14238199591636658,0.024950871244072914,0.8326671719551086,positive,2025-05-28,2025,5
518,Title,india bans former indusind ceo others in insider trading case,0.019854160025715828,0.8759616017341614,0.10418421775102615,neutral,2025-05-28,2025,5
519,Title,india bonds are a buy for citi on diverging rates policy with us,0.713546097278595,0.02574024721980095,0.2607136070728302,negative,2025-05-28,2025,5
520,Title,israel says it killed mohammed sinwar head of hamas in gaza,0.07854481786489487,0.6202234029769897,0.3012318015098572,neutral,2025-05-28,2025,5
521,Title,japan 40 year bond sale demand is weakest since july,0.00753049599006772,0.9711989760398865,0.02127050794661045,neutral,2025-05-28,2025,5
522,Title,japan expands military push against china with us stand in doubt,0.32121542096138,0.17400811612606049,0.5047764778137207,positive,2025-05-28,2025,5
523,Title,japan pauses stockpile sales as retailers snap up rice,0.02328134886920452,0.8969411253929138,0.07977751642465591,neutral,2025-05-28,2025,5
524,Title,job applicant interviews conducted by ai offer benefits tech glitches,0.02130935713648796,0.7452994585037231,0.2333911806344986,neutral,2025-05-28,2025,5
525,Title,lagarde discussed leaving ecb early for wef schwab tellls ft,0.028071332722902298,0.0921730250120163,0.8797556161880493,positive,2025-05-28,2025,5
526,Title,malaysia economy minister rafizi to resign effective june 17,0.016140228137373924,0.7515038847923279,0.23235593736171722,neutral,2025-05-28,2025,5
527,Title,meet the five people vying to lead the african development bank,0.07880748808383942,0.011670609004795551,0.9095219373703003,positive,2025-05-28,2025,5
528,Title,merz vows legislative action to quickly boost german economy,0.9134708046913147,0.011193647049367428,0.0753355622291565,negative,2025-05-28,2025,5
529,Title,mifepristone why the abortion pill is under scrutiny again in us,0.04379430413246155,0.156202033162117,0.8000036478042603,positive,2025-05-28,2025,5
530,Title,milei gets tuttle twins to teach free markets to argentine kids,0.1513766050338745,0.012690989300608635,0.8359323740005493,positive,2025-05-28,2025,5
531,Title,milei intervenes in argentina fx market despite letting peso float,0.14455783367156982,0.03503059595823288,0.8204115629196167,positive,2025-05-28,2025,5
532,Title,musk says he s disappointed that trump tax bill raises deficit,0.020248141139745712,0.9547922611236572,0.02495957911014557,neutral,2025-05-28,2025,5
533,Title,nato floats cybersecurity to be included in new spending target,0.6121780276298523,0.012383737601339817,0.37543821334838867,negative,2025-05-28,2025,5
534,Title,new zealand delivers sixth rate cut to spur economic recovery,0.8107380867004395,0.08475151658058167,0.1045103520154953,negative,2025-05-28,2025,5
535,Title,nissan going cap in hand to uk for loan may spur japan to act,0.8396503925323486,0.011940918862819672,0.14840860664844513,negative,2025-05-28,2025,5
536,Title,nissan plans 7 billion funding with backing from uk government,0.47450536489486694,0.007738854736089706,0.5177557468414307,positive,2025-05-28,2025,5
537,Title,one palestinian killed at gaza aid site on tuesday says ap,0.09940194338560104,0.6578577756881714,0.24274033308029175,neutral,2025-05-28,2025,5
538,Title,opec gathers for quota review before decision on july output,0.033044636249542236,0.36291494965553284,0.6040403842926025,positive,2025-05-28,2025,5
539,Title,pessimism swells on doing business in china european firms say,0.5796197056770325,0.33043140172958374,0.08994881063699722,negative,2025-05-28,2025,5
540,Title,podcast why tariffs can t fix america s economic malaise,0.11930141597986221,0.20758087933063507,0.6731177568435669,positive,2025-05-28,2025,5
541,Title,poland presidential election exposes cracks in booming economy,0.026880629360675812,0.9255285859107971,0.04759076610207558,neutral,2025-05-28,2025,5
542,Title,polish far right leader fails to endorse any presidential rival,0.02388545498251915,0.8382033109664917,0.13791127502918243,neutral,2025-05-28,2025,5
543,Title,portugal president to meet parties before naming prime minister,0.026614366099238396,0.030401285737752914,0.942984402179718,positive,2025-05-28,2025,5
544,Title,portugal s far right shatters 50 years of two party dominance,0.06940139830112457,0.48206689953804016,0.44853174686431885,neutral,2025-05-28,2025,5
545,Title,raghuram rajan warns us risks future by curbing foreign students,0.0998692512512207,0.6345691084861755,0.26556169986724854,neutral,2025-05-28,2025,5
546,Title,royal enfield maker eicher motors dodged trump tariffs with early india exports,0.5395433306694031,0.10251742601394653,0.357939213514328,negative,2025-05-28,2025,5
547,Title,russia s fuel exports hit 3 month high on diesel fuel oil boost,0.9332008957862854,0.02145874872803688,0.04534042626619339,negative,2025-05-28,2025,5
548,Title,russia s oil exports are worth the least in two years on price slide,0.7596149444580078,0.028924746438860893,0.21146027743816376,negative,2025-05-28,2025,5
549,Title,saudi stocks set to be world s worst in may after oil price drop,0.022510815411806107,0.9308620691299438,0.046627067029476166,neutral,2025-05-28,2025,5
550,Title,slovak auto industry warns of higher taxes shift away from eu,0.23964355885982513,0.6490187644958496,0.11133766174316406,neutral,2025-05-28,2025,5
551,Title,south african union sets deadline for passenger rail pay talks,0.030085083097219467,0.3971794843673706,0.5727354288101196,positive,2025-05-28,2025,5
552,Title,south korea set to balance us china ties more if lee wins vote,0.9118064045906067,0.015002066269516945,0.07319153845310211,negative,2025-05-28,2025,5
553,Title,stellantis set to name antonio filosa as new ceo le figaro says,0.04535825923085213,0.016159700229763985,0.9384821057319641,positive,2025-05-28,2025,5
554,Title,stellantis taps insider ceo to forge a new path in the us,0.5211983919143677,0.009423378854990005,0.469378262758255,negative,2025-05-28,2025,5
555,Title,stock market today dow s p live updates,0.03214000537991524,0.03012198396027088,0.9377379417419434,positive,2025-05-28,2025,5
556,Title,taiwan trims 2025 growth forecast as tariff concern lingers,0.07186371833086014,0.9125422835350037,0.015594042837619781,neutral,2025-05-28,2025,5
557,Title,texas weighs entertainment incentive bill with control over content,0.06174164637923241,0.013487975113093853,0.9247704148292542,positive,2025-05-28,2025,5
558,Title,tiger brands plans special dividend lifts payout on profit gain,0.13505341112613678,0.019217047840356827,0.8457295894622803,positive,2025-05-28,2025,5
559,Title,trump insists to wall street he s no chicken on tariff policy,0.0634867399930954,0.04007330909371376,0.8964399695396423,positive,2025-05-28,2025,5
560,Title,trump s global tariffs blocked by us trade court,0.03090490959584713,0.876092255115509,0.0930028110742569,neutral,2025-05-28,2025,5
561,Title,trump s nippon steel bid support boosts japan s trade talk hopes,0.8802672624588013,0.030499786138534546,0.08923301100730896,negative,2025-05-28,2025,5
562,Title,ubs s khan sees rich customer demand for alternative assets,0.9208742380142212,0.009182555601000786,0.06994319707155228,negative,2025-05-28,2025,5
563,Title,ueda vows to watch risks of ripple effects from long yield surge,0.06663607060909271,0.24712273478507996,0.6862411499023438,positive,2025-05-28,2025,5
564,Title,uk plans to force nation s pensions to invest in private markets,0.11368853598833084,0.01757652685046196,0.8687349557876587,positive,2025-05-28,2025,5
565,Title,uk s nissan backing shows starmer s push to save industrial jobs,0.824442446231842,0.014000443741679192,0.16155704855918884,negative,2025-05-28,2025,5
566,Title,unicredit raises holding in greece s alpha bank to about 20,0.6861649751663208,0.012603707611560822,0.30123138427734375,negative,2025-05-28,2025,5
567,Title,unicredit s russia unit may attract bids from uae based firms,0.9263993501663208,0.011997704394161701,0.061603009700775146,negative,2025-05-28,2025,5
568,Title,us refinancing gauge falls to three month low as rates near 7,0.015264827758073807,0.9504392147064209,0.0342959463596344,neutral,2025-05-28,2025,5
569,Title,us sanctioned tankers seen in russia to india crude oil trade,0.15450087189674377,0.02050933986902237,0.8249898552894592,positive,2025-05-28,2025,5
570,Title,us treasuries drift ahead of auction with spotlight on demand,0.2133759707212448,0.353893905878067,0.43273013830184937,neutral,2025-05-28,2025,5
571,Title,usd dollar may face major drop in 2026 standard chartered says,0.016442924737930298,0.9607093930244446,0.0228477343916893,neutral,2025-05-28,2025,5
572,Title,wells fargo confident on its work for asset cap lift ceo says,0.6816698908805847,0.011004463769495487,0.307325541973114,negative,2025-05-28,2025,5
573,Title,why investors are worried about japan s bond market,0.0562443770468235,0.1433732658624649,0.8003824353218079,positive,2025-05-28,2025,5
574,Title,wilbur ross says investor confidence risks fading within weeks,0.21825799345970154,0.7219393849372864,0.05980263650417328,neutral,2025-05-28,2025,5
575,Title,bok cuts rate to cushion economy from tariffs political turmoil,0.07405997067689896,0.788453996181488,0.13748610019683838,neutral,2025-05-29,2025,5
576,Title,citi revokes firing of japan trader in wrongful dismissal settlement,0.01468575932085514,0.9211040735244751,0.06421013921499252,neutral,2025-05-29,2025,5
577,Title,economists cut thai malaysian growth forecasts on trade turmoil,0.008915468119084835,0.9628118276596069,0.028272680938243866,neutral,2025-05-29,2025,5
578,Title,eric trump says he d love to see some big banks go extinct,0.49424394965171814,0.015229295007884502,0.4905267059803009,neutral,2025-05-29,2025,5
579,Title,fx hedging cost drop sparks debate on asian bond protection bets,0.013849721290171146,0.95835280418396,0.02779739536345005,neutral,2025-05-29,2025,5
580,Title,india market buzz equities may outshine asian peers yet again,0.892066478729248,0.020857086405158043,0.08707646280527115,negative,2025-05-29,2025,5
581,Title,rbnz governor hawkesby says july rate cut is not a done deal,0.06695352494716644,0.6744936108589172,0.2585529088973999,neutral,2025-05-29,2025,5
